구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,금속캔,비닐류,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,재활용,분리배출
,,,,,,,,,,,,,,,,,,(배출,,,,,(합성수지류),스틱류,수지류,,,,,,,,폐기물,,,,잔재물,
시도,시군구,,,,,소계,음식물,종이류,나무류,고무,플라,기타,소계,유리류,금속류,토사류,기타,불명 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,채소류,,,피혁류,스틱류,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기,동두천시,처리방법,재활용,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.2,0.3,0.1,0.8,0.3,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,36.2
경기,안산시,발생량,발생량,513.7,226.2,197.7,14.8,59.6,28.6,19,26.1,49.6,28.5,0.4,1.8,1.7,24.6,0,91.4,1.8,4.8,1.4,27.4,8.9,1.8,1.9,0.1,0,0,0.2,0.7,1.2,0.5,26.2,0,0,14.5,196.1
경기,안산시,처리방법,매립,92.3,92.3,86.6,0,22.2,11.4,0,3.4,49.6,5.7,0.4,1.8,1.7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안산시,처리방법,소각,133.9,133.9,111.1,14.8,37.4,17.2,19,22.7,0,22.8,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안산시,처리방법,재활용,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,1.8,4.8,1.4,27.4,8.9,1.8,1.9,0.1,0,0,0.2,0.7,1.2,0.5,26.2,0,0,14.5,196.1
경기,고양시,발생량,발생량,793.8,325.3,313,46.8,70,13.2,45.7,111.2,26.1,12.3,7.3,5,0,0,0,211.5,49.5,32.5,5.6,21.9,22.4,1,2.7,0,0,0,0,38.4,0,0,0,0,6.3,31.2,257
경기,고양시,처리방법,매립,81.3,81.3,81.3,11,21.8,6.4,11.1,21.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,고양시,처리방법,소각,244,244,231.7,35.8,48.2,6.8,34.6,90,16.3,12.3,7.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,고양시,처리방법,재활용,468.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.5,49.5,32.5,5.6,21.9,22.4,1,2.7,0,0,0,0,38.4,0,0,0,0,6.3,31.2,257
경기,과천시,발생량,발생량,54.8,38.9,36.1,1.9,11.1,0.7,0.4,8.1,13.9,2.5,1,0.6,0.2,0.7,0.3,5,0.9,0.6,0.1,0,1.5,0.1,0.3,0,0,0,0,0.1,0,0,0,0,0,1.4,10.9
경기,과천시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,과천시,처리방법,소각,38.9,38.9,36.1,1.9,11.1,0.7,0.4,8.1,13.9,2.5,1,0.6,0.2,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,과천시,처리방법,재활용,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.9,0.6,0.1,0,1.5,0.1,0.3,0,0,0,0,0.1,0,0,0,0,0,1.4,10.9
경기,구리시,발생량,발생량,146.6,88.6,81.8,10.6,22.6,8.9,12.6,18.9,8.2,6.8,1.1,1.9,3.2,0.6,0,8.3,0.6,1.8,0.5,2.1,2,0.3,0.2,0,0,0,0,0.8,0,0,0,0,0,0,49.7
경기,구리시,처리방법,매립,12.6,12.6,11.4,1.6,3,0.8,1.8,2.5,1.7,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,구리시,처리방법,소각,65.3,65.3,62.2,9,17.4,4.6,10.5,14.2,6.5,3.1,1.1,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,구리시,처리방법,재활용,68.7,10.7,8.2,0,2.2,3.5,0.3,2.2,0,2.5,0,0,1.9,0.6,0,8.3,0.6,1.8,0.5,2.1,2,0.3,0.2,0,0,0,0,0.8,0,0,0,0,0,0,49.7
경기,남양주시,발생량,발생량,403.6,203.3,27.6,2.7,3.7,9.7,0.3,0.1,11.1,14.4,0.5,0,13.9,0,161.3,47.7,4.8,5,0.6,17.2,6.1,0,0.1,0,0,0,0,0.8,0.1,0,0,0,0,13,152.6
경기,남양주시,처리방법,매립,37.4,37.4,0,0,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,남양주시,처리방법,소각,165.9,165.9,27.6,2.7,3.7,9.7,0.3,0.1,11.1,14.4,0.5,0,13.9,0,123.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,남양주시,처리방법,재활용,200.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,4.8,5,0.6,17.2,6.1,0,0.1,0,0,0,0,0.8,0.1,0,0,0,0,13,152.6
경기,오산시,발생량,발생량,164.4,72.9,71.2,0,39.8,5.7,2.2,19.6,3.9,1.7,0,0,0,1.7,0,35.8,1.2,2.4,1.1,8.4,1.2,1.1,0,0,0,0,2.2,0,0,5.7,4.2,0,8.3,0,55.7
경기,오산시,처리방법,매립,5.8,5.8,4.1,0,2.4,0.4,0.1,0.3,0.9,1.7,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,오산시,처리방법,소각,67.1,67.1,67.1,0,37.4,5.3,2.1,19.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,오산시,처리방법,재활용,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,1.2,2.4,1.1,8.4,1.2,1.1,0,0,0,0,2.2,0,0,5.7,4.2,0,8.3,0,55.7
경기,시흥시,발생량,발생량,289.8,88.8,76.2,0,25.7,10.4,4.9,8.8,26.4,3.5,0,1,1.8,0.7,9.1,64.2,12.9,4.7,1.5,5.1,5.4,0.9,1.1,0.1,0,0,0.1,1.8,0,0.1,11.3,0,0.8,18.4,136.8
경기,시흥시,처리방법,매립,67.6,67.6,55,0,18.8,7.5,3.2,5.9,19.6,3.5,0,1,1.8,0.7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,시흥시,처리방법,소각,21.2,21.2,21.2,0,6.9,2.9,1.7,2.9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,시흥시,처리방법,재활용,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,12.9,4.7,1.5,5.1,5.4,0.9,1.1,0.1,0,0,0.1,1.8,0,0.1,11.3,0,0.8,18.4,136.8
경기,군포시,발생량,발생량,214.4,138.7,129,11.4,39.9,11.1,3.2,40.3,23.1,9.7,5.4,2.4,0,1.9,0,12.7,0.5,0.7,0.5,1.7,1.6,0.5,0.6,0,0,0,0,0.6,0,0,0,0,0,6,63
경기,군포시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,군포시,처리방법,소각,138.7,138.7,129,11.4,39.9,11.1,3.2,40.3,23.1,9.7,5.4,2.4,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,군포시,처리방법,재활용,75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0.5,0.7,0.5,1.7,1.6,0.5,0.6,0,0,0,0,0.6,0,0,0,0,0,6,63
경기,의왕시,발생량,발생량,100.5,54,50,6.3,20.9,1,0.6,13,8.2,4,1.7,1.3,0.2,0.8,0,6.8,0.5,0.5,0.4,1.7,3,0,0.3,0,0,0,0,0,0,0,0.4,0,0,0,39.7
경기,의왕시,처리방법,매립,9,9,8.4,1,3.5,0.2,0.1,2.2,1.4,0.6,0.3,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,의왕시,처리방법,소각,45.3,45,41.6,5.3,17.4,0.8,0.5,10.8,6.8,3.4,1.4,1.1,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
경기,의왕시,처리방법,재활용,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.5,0.5,0.4,1.7,3,0,0.3,0,0,0,0,0,0,0,0.4,0,0,0,39.4
경기,하남시,발생량,발생량,150.6,69.7,60.2,11.1,12.6,9.3,9.5,10.3,7.4,9.5,0,0,0,9.5,0,18,0.4,1.1,0.5,1.7,2.3,0.5,0.3,0.1,0,0,0,0,0,0,5.9,0,2,3.2,62.9
경기,하남시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,하남시,처리방법,소각,69.7,69.7,60.2,11.1,12.6,9.3,9.5,10.3,7.4,9.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,하남시,처리방법,재활용,80.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.4,1.1,0.5,1.7,2.3,0.5,0.3,0.1,0,0,0,0,0,0,5.9,0,2,3.2,62.9
경기,용인시,발생량,발생량,828,283.2,240.6,26.9,70.1,17.7,35.2,58.6,32.1,42.6,34.9,0,0,7.7,0,330.5,38.7,25.4,19,42.3,72.3,5.1,8.4,0.2,0,0,0.2,17.1,10.3,0,78.6,0,3.6,9.3,214.3
경기,용인시,처리방법,매립,42.6,42.6,0,0,0,0,0,0,0,42.6,34.9,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,용인시,처리방법,소각,240.6,240.6,240.6,26.9,70.1,17.7,35.2,58.6,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,용인시,처리방법,재활용,544.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.5,38.7,25.4,19,42.3,72.3,5.1,8.4,0.2,0,0,0.2,17.1,10.3,0,78.6,0,3.6,9.3,214.3
경기,파주시,발생량,발생량,410,189,142.6,13.8,42.8,19.1,1.6,48,17.3,15.9,1.8,2.3,0,11.8,30.5,129.2,58.9,15.7,5.9,7.8,26.3,0.3,0,0,0,0,0,3.7,0.1,0,0,0,10.1,0.4,91.8
경기,파주시,처리방법,매립,4.4,4.4,0,0,0,0,0,0,0,4.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,파주시,처리방법,소각,175.3,175.3,140.7,13.8,42.8,19.1,1.6,46.1,17.3,4.1,1.8,2.3,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,파주시,처리방법,재활용,230.3,9.3,1.9,0,0,0,0,1.9,0,7.4,0,0,0,7.4,0,129.2,58.9,15.7,5.9,7.8,26.3,0.3,0,0,0,0,0,3.7,0.1,0,0,0,10.1,0.4,91.8
경기,이천시,발생량,발생량,165.8,73.3,67.7,4.3,26.3,7.2,4,25.9,0,3.9,2.5,1.4,0,0,1.7,20.7,0.6,4,1.1,0,4.1,0.5,0.1,0,0,0,0.2,0,0,9.1,0,0,0,1,71.8
경기,이천시,처리방법,매립,5.3,5.3,5,0.3,2,0.5,0.3,1.9,0,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,이천시,처리방법,소각,68,68,62.7,4,24.3,6.7,3.7,24,0,3.6,2.3,1.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,이천시,처리방법,재활용,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0.6,4,1.1,0,4.1,0.5,0.1,0,0,0,0.2,0,0,9.1,0,0,0,1,71.8
경기,안성시,발생량,발생량,129.9,66.5,55.6,1.9,14.8,1.9,1.7,17.8,17.5,10,3.9,1.9,0.1,4.1,0.9,22.8,1.3,2.1,0.6,1.7,2.3,0.4,0.2,0,0,0,0.1,0.7,0.1,2.8,8.5,0,0.2,1.8,40.6
경기,안성시,처리방법,매립,29.8,29.8,21.1,0,0.9,0.3,0.6,4.8,14.5,7.8,3,1.2,0,3.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안성시,처리방법,소각,36.7,36.7,34.5,1.9,13.9,1.6,1.1,13,3,2.2,0.9,0.7,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안성시,처리방법,재활용,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,1.3,2.1,0.6,1.7,2.3,0.4,0.2,0,0,0,0.1,0.7,0.1,2.8,8.5,0,0.2,1.8,40.6
경기,김포시,발생량,발생량,273.1,143.4,133.1,7.9,41.8,3.1,7.9,32.4,40,10.3,4.7,2.9,0.3,2.4,0,16.9,2.4,3.5,0.8,0,2.8,0,0.1,0.1,0,0,0.2,3.8,0.1,2.7,0,0,0.4,0,112.8
경기,김포시,처리방법,매립,54.8,54.8,50.9,3,16,1.2,3,12.4,15.3,3.9,1.8,1.1,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,김포시,처리방법,소각,88.6,88.6,82.2,4.9,25.8,1.9,4.9,20,24.7,6.4,2.9,1.8,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,김포시,처리방법,재활용,129.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,2.4,3.5,0.8,0,2.8,0,0.1,0.1,0,0,0.2,3.8,0.1,2.7,0,0,0.4,0,112.8
경기,화성시,발생량,발생량,498.1,229.3,200,22.4,76.9,3.5,2,62.4,32.8,29.3,0.8,2.5,11.9,14.1,0,75.2,0.6,9.6,0,13.3,10.9,3.5,2.7,0,0,0,2.7,0.3,0,0,13.3,0,0,18.3,193.6
경기,화성시,처리방법,매립,13.3,13.3,0,0,0,0,0,0,0,13.3,0,0,8.7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,화성시,처리방법,소각,216,216,200,22.4,76.9,3.5,2,62.4,32.8,16,0.8,2.5,3.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,화성시,처리방법,재활용,268.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2,0.6,9.6,0,13.3,10.9,3.5,2.7,0,0,0,2.7,0.3,0,0,13.3,0,0,18.3,193.6
경기,광주시,발생량,발생량,318,130.1,130.1,0,40.2,14,13.3,33.1,29.5,0,0,0,0,0,0,99.2,16.4,15.6,11.6,6.1,8.4,4.2,0,0,0,0,13,4.9,0,3,0,0,0.2,15.8,88.7
경기,광주시,처리방법,매립,28.5,28.5,28.5,0,7.6,2.9,1.9,5.9,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,광주시,처리방법,소각,88.8,88.8,88.8,0,30.8,8.1,9.1,25.3,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,광주시,처리방법,재활용,200.7,12.8,12.8,0,1.8,3,2.3,1.9,3.8,0,0,0,0,0,0,99.2,16.4,15.6,11.6,6.1,8.4,4.2,0,0,0,0,13,4.9,0,3,0,0,0.2,15.8,88.7
경기,양주시,발생량,발생량,146.4,76.2,61.1,3.8,16.9,4.4,2.5,23.3,10.2,15.1,9.1,4.9,0,1.1,0,17.6,1.2,2.5,0.8,1,2.5,0.3,0.7,0.2,0,0,0.1,0.4,0.3,0.9,0,0,0.7,6,52.6
경기,양주시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,양주시,처리방법,소각,76.2,76.2,61.1,3.8,16.9,4.4,2.5,23.3,10.2,15.1,9.1,4.9,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,양주시,처리방법,재활용,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,1.2,2.5,0.8,1,2.5,0.3,0.7,0.2,0,0,0.1,0.4,0.3,0.9,0,0,0.7,6,52.6
경기,포천시,발생량,발생량,125,82.8,65.5,3.1,21.5,1.5,0.9,14.5,24,17.1,1.7,1.5,3.2,10.7,0.2,9.8,0.4,1.5,0.5,0.2,1.6,0.1,0.2,0.1,0,0,0.1,0.4,0,0,1.5,0,0,3.2,32.4
경기,포천시,처리방법,매립,11.8,11.8,0,0,0,0,0,0,0,11.8,0,0,2.7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,포천시,처리방법,소각,71,71,65.5,3.1,21.5,1.5,0.9,14.5,24,5.3,1.7,1.5,0.5,1.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,포천시,처리방법,재활용,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0.4,1.5,0.5,0.2,1.6,0.1,0.2,0.1,0,0,0.1,0.4,0,0,1.5,0,0,3.2,32.4
경기,여주시,발생량,발생량,74.4,27.5,22.5,2,5.4,2.1,1.6,5.6,5.8,4.4,0.5,0.4,1.2,2.3,0.6,7.1,0.3,1.6,0.3,0.9,1.8,0.1,0,0,0,0,0.1,0.3,0,0,0,0,0,1.7,39.8
경기,여주시,처리방법,매립,5,5,0,0,0,0,0,0,0,4.4,0.5,0.4,1.2,2.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,여주시,처리방법,소각,22.5,22.5,22.5,2,5.4,2.1,1.6,5.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,여주시,처리방법,재활용,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.3,1.6,0.3,0.9,1.8,0.1,0,0,0,0,0.1,0.3,0,0,0,0,0,1.7,39.8
경기,연천군,발생량,발생량,51.1,40.9,28.6,0,9.3,3.1,2.4,5.2,8.6,12.3,0,0,5.6,6.7,0,3.1,0.5,0.9,0.2,0.1,0.8,0,0,0,0,0,0,0.6,0,0,0,0,0,0,7.1
경기,연천군,처리방법,매립,13.7,13.7,2.8,0,0.1,0.1,0,0,2.6,10.9,0,0,5.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,연천군,처리방법,소각,27.2,27.2,25.8,0,9.2,3,2.4,5.2,6,1.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,연천군,처리방법,재활용,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.5,0.9,0.2,0.1,0.8,0,0,0,0,0,0,0.6,0,0,0,0,0,0,7.1
경기,가평군,발생량,발생량,56.9,24.7,5.7,0,1.6,1.8,0,2.1,0.2,3.1,2,1.1,0,0,15.9,15.1,1.6,2.1,0.5,0,2.2,0.1,0.1,0,0,0,0,0.6,0,0,1.3,0,3.3,3.3,17.1
경기,가평군,처리방법,매립,15.6,15.6,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,가평군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,가평군,처리방법,재활용,41.3,9.1,5.7,0,1.6,1.8,0,2.1,0.2,3.1,2,1.1,0,0,0.3,15.1,1.6,2.1,0.5,0,2.2,0.1,0.1,0,0,0,0,0.6,0,0,1.3,0,3.3,3.3,17.1
경기,양평군,발생량,발생량,71.1,44.5,31.6,1.7,9.7,0.6,0.4,7.1,12.1,12.9,4.7,2.9,0.7,4.6,0,7.4,0.6,1.5,0.3,0,2.3,0.1,0.6,0,0,0,0.1,0.2,0,1.5,0,0,0.2,0,19.2
경기,양평군,처리방법,매립,10.4,10.4,0,0,0,0,0,0,0,10.4,3.8,2.3,0.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,양평군,처리방법,소각,34.1,34.1,31.6,1.7,9.7,0.6,0.4,7.1,12.1,2.5,0.9,0.6,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,양평군,처리방법,재활용,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0.6,1.5,0.3,0,2.3,0.1,0.6,0,0,0,0.1,0.2,0,1.5,0,0,0.2,0,19.2
강원,춘천시,발생량,발생량,409.4,170.8,143.6,20.7,59.4,8.1,2.7,39.3,13.4,27.2,2.9,1,0,23.3,0,174.1,75.5,16.4,41.7,0.3,5.9,0.2,0,0,0,0,0,13.5,0.2,0.9,0,0,3.1,16.4,64.5
강원,춘천시,처리방법,매립,30.1,30.1,12.7,0.1,3.4,2.6,2.7,2.4,1.5,17.4,2.9,1,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,춘천시,처리방법,소각,140.7,140.7,130.9,20.6,56,5.5,0,36.9,11.9,9.8,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,춘천시,처리방법,재활용,238.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1,75.5,16.4,41.7,0.3,5.9,0.2,0,0,0,0,0,13.5,0.2,0.9,0,0,3.1,16.4,64.5
강원,원주시,발생량,발생량,392.2,121.7,75,4.5,23.5,1.7,1.1,18.3,25.9,46.7,21.4,13.1,1.3,10.9,0,188.6,119.3,2.7,5.3,6.1,9.5,0.5,0.5,0,0,0,0.2,4.6,11.8,3.7,0,0,0.8,23.6,81.9
강원,원주시,처리방법,매립,46.7,46.7,0,0,0,0,0,0,0,46.7,21.4,13.1,1.3,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,원주시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,원주시,처리방법,재활용,345.5,75,75,4.5,23.5,1.7,1.1,18.3,25.9,0,0,0,0,0,0,188.6,119.3,2.7,5.3,6.1,9.5,0.5,0.5,0,0,0,0.2,4.6,11.8,3.7,0,0,0.8,23.6,81.9
강원,강릉시,발생량,발생량,299.7,114.1,106.2,0.3,26.6,0.5,2.2,23.5,53.1,7.9,1.6,3.3,1,2,0,108.7,35.9,1.3,0.1,0.5,3,0,1.9,0,20.8,13.3,0,7.2,5.7,3.8,6.5,0.8,0,7.9,76.9
강원,강릉시,처리방법,매립,105.2,105.2,97.3,0.3,24.5,0.4,2,21.5,48.6,7.9,1.6,3.3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,강릉시,처리방법,소각,8.9,8.9,8.9,0,2.1,0.1,0.2,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,강릉시,처리방법,재활용,185.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7,35.9,1.3,0.1,0.5,3,0,1.9,0,20.8,13.3,0,7.2,5.7,3.8,6.5,0.8,0,7.9,76.9
강원,동해시,발생량,발생량,112.4,57.8,49.2,3.5,15,2.5,2,7.2,19,8.6,1.7,2.3,2,2.6,0,25.3,15.8,2,0.7,0.1,1.2,0.1,0,0.1,0,0,0.1,3.7,0.2,0.2,0,0.1,0.1,0.9,29.3
강원,동해시,처리방법,매립,8.6,8.6,0,0,0,0,0,0,0,8.6,1.7,2.3,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,동해시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,동해시,처리방법,재활용,103.8,49.2,49.2,3.5,15,2.5,2,7.2,19,0,0,0,0,0,0,25.3,15.8,2,0.7,0.1,1.2,0.1,0,0.1,0,0,0.1,3.7,0.2,0.2,0,0.1,0.1,0.9,29.3
강원,태백시,발생량,발생량,76.7,60.8,20.8,0.8,4.8,0.4,0.8,10.6,3.4,40,0,0,0,40,0,2.6,1.1,0.3,0.1,0.2,0.6,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,13.3
강원,태백시,처리방법,매립,40,40,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,태백시,처리방법,소각,20.8,20.8,20.8,0.8,4.8,0.4,0.8,10.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,태백시,처리방법,재활용,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.1,0.3,0.1,0.2,0.6,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,13.3
강원,속초시,발생량,발생량,132.8,107.7,68.8,2.7,12.7,1.3,0,0,52.1,38.9,0,0,0,38.9,0,2.3,0.4,0.3,0.5,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,22.8
강원,속초시,처리방법,매립,48.6,38.9,0,0,0,0,0,0,0,38.9,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
강원,속초시,처리방법,소각,69.8,68.8,68.8,2.7,12.7,1.3,0,0,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
강원,속초시,처리방법,재활용,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4,0.3,0.5,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,12.1
강원,삼척시,발생량,발생량,96.1,56.8,47.3,4.2,18.8,1.8,3.8,5.2,13.5,9.5,4,2.5,1,2,0,21.8,6.2,1.8,2.2,0,2.6,0.1,0.4,0,0,0,0.1,5,0,0.7,0,0,1.1,1.6,17.5
강원,삼척시,처리방법,매립,56.8,56.8,47.3,4.2,18.8,1.8,3.8,5.2,13.5,9.5,4,2.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,삼척시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,삼척시,처리방법,재활용,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,6.2,1.8,2.2,0,2.6,0.1,0.4,0,0,0,0.1,5,0,0.7,0,0,1.1,1.6,17.5
